id,parent_id,tipo,sku,nombre,old_stock,new_stock,new_status,motivo
11165,0,simple,829263000189,COLLAGENO ENERGIZADO PEPTIDES AMPD BERRY - MUSCLEOLOGY,3,3,outofstock,actualizacion_inventario
11173,0,simple,829263114138,SLEDGE HAMMER FRUIT CRUSH PRE-WORKOUT MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11174,0,simple,829263411121,SLEDDGE HAMMER PREWORKOUT PINIAPLE MUSCLEOLOGY,2,2,outofstock,actualizacion_inventario
11179,0,simple,829263000110,MASS-OLOGY DE VAINILLA 6LB MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11180,0,simple,829263000127,MASS-OLOGY DE CHOCOLATE 6LB MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11184,0,simple,829263000257,L-CARNITINA LIQUIDA 3000M FRUIT PONCH MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11191,0,simple,829263228132,CLA HEALTHY WEIGHT MANAGEMENT MUSCLEOLOGY,0,0,outofstock,actualizacion_inventario
11192,0,simple,829263000240,BCCA SUPER 8 MARACUYA 30 SERV - MUSCLEOLOGY,2,2,outofstock,actualizacion_inventario
11223,0,simple,850030689368,MAGNESIUM CLYCINATE 120CAPS REVIVE,0,0,outofstock,actualizacion_inventario
11224,0,simple,850030689153,OPTIZINC REVIVE,19,19,instock,actualizacion_inventario
11229,0,simple,850030689276,MULTI MINERAL REVIVE,30,30,instock,actualizacion_inventario
11230,0,simple,850030689252,LIVER HEALTHY REVIVE,17,17,instock,actualizacion_inventario
11235,0,simple,850030689191,OMEGA 3 REVIVE,2,2,outofstock,actualizacion_inventario
11236,0,simple,850030689214,MULTI VITAMIN REVIVE,10,10,instock,actualizacion_inventario
11241,0,simple,850030689054,VITAMINA C REVIVE,1,1,outofstock,actualizacion_inventario
11242,0,simple,850030689283,VITAMIN K2 & D3 REVIVE,11,11,instock,actualizacion_inventario
11247,0,simple,850030689467,NAC REVIVE,18,17,instock,actualizacion_inventario
11248,0,simple,850030689016,ASHWAGANDHA KSM-66 REVIVE,30,26,instock,actualizacion_inventario
11255,0,simple,850030689450,VITAMIN D3 REVIVE,68,101,instock,actualizacion_inventario
