sku,nombre,tipo,wc_stock,wc_status,inv_stock,nuevo_status,diferencia,cambiara
810121056417,ISOJECT CHOCOLATE PEANUTBUTTER BANANA 1.76 LBS ISOJET EVOGEN,variation,3,instock,3,outofstock,0,SI
810121056707,ISOJECT OATMEAL COOKIE 1.76 LBS ISOJET EVOGEN,variation,3,instock,3,outofstock,0,SI
7503029523006,GLYCOJET CHERRY- EVOGEN,variation,13,instock,13,instock,0,no
842595106084,C4 ORIGINAL ICE BLUE RAZZ 60 SERV (PRE-WORK) CELLUCOR,variation,1,instock,1,outofstock,0,SI
859400007580,ISOFIT CHOCOLATE SHAKE 70 SERV 5 LBS NUTREX,variation,2,instock,2,outofstock,0,SI
810014674001,R-ALPHA LIPOIC ACID 100 MG 120 CAPSULAS,simple,12,instock,12,instock,0,no
705016353170,ISO 100 STRAWERRY 5 LBS DYMATIZE,variation,0,outofstock,0,outofstock,0,no
810121057261,HIDRATACION PEACH TEA,variation,15,instock,15,instock,0,no
745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,variation,101,instock,101,instock,0,no
745560722152,PROLIVE BIO5 DE CHOCOLATE 5 LBS IMPULSE,variation,336,instock,332,instock,-4,SI
850044753833,PROTEINA DE 4.8 LB COOKIE & CREAM PRIMEVAL LABS,variation,67,instock,67,instock,0,no
612590416002,AMINO REVOLUTION LANDERFIT RASPBERRY LEMONADE + ELECTROLITROS,variation,1,instock,1,outofstock,0,SI
817189028998,ISOJECT COOKIE AND CREAM 4 LBS EVOGEN,variation,3,instock,3,outofstock,0,SI
842595135558,C4 PERFORMANCE 16OZ TROPICAL TUNDRA FROST,variation,61,instock,61,instock,0,no
713101732014,PROLIVE BIO6 COCONUT 6 LBS IMPULSE,variation,2,instock,2,outofstock,0,SI
703556204751,L-CARNITINA 3500 WATERMELON IMPULSE,variation,12,instock,10,instock,-2,SI
631656603118,TETOSTERONA BUSTER SIX STAR MUSCLETECH,simple,14,instock,14,instock,0,no
810121055298,HIDRATACION LEMON LIME,variation,17,instock,16,instock,-1,SI
810121056486,BETA-ALANINE EVOGEN,simple,20,instock,20,instock,0,no
817189020190,GLYCOJET UN FLAVORED,variation,11,instock,11,instock,0,no
842595106619,C4 PERFORMANCE ENERGY 16OZ ARCTIC SNOW CONE,variation,62,instock,62,instock,0,no
842595121759,C4 PERFORMANCE ENERGY 16OZ STRAWBERRY BLAST,variation,87,instock,87,instock,0,no
810121055113,VITAMIN D3 EVOGEN,simple,40,instock,40,instock,0,no
842595135541,C4 PERFORMANCE CHERRY BOMB FROST,variation,59,instock,59,instock,0,no
810121053966,EVP XTREME PEACH RINGS,variation,2,instock,2,outofstock,0,SI
817189025393,AMINO K.E.M TROPIC TUNDER-EVOGEN,variation,11,instock,11,instock,0,no
748927055351,AMINO ENERGY GREEN APPLE 585G,variation,3,instock,3,outofstock,0,SI
829263227135,DTOX KIDNEY DETOXIFIER MUSCLEOLOGY,simple,40,instock,40,instock,0,no
612590416019,"OMEGA 3, ACEITE DE PESCADO LANDERFIT",simple,108,instock,108,instock,0,no
829263000240,BCCA SUPER 8 MARACUYA 30 SERV - MUSCLEOLOGY,simple,1,instock,1,outofstock,0,SI
631656716979,MASS TECH -EXTREME 2000- VAINILLA 2000 6 LBS MUSCLETECH,variation,20,instock,9,instock,-11,SI
666222941004,XPEL CAPS (MHP),simple,81,instock,87,instock,6,SI
7500634000528,CREATINAMONOHIDRATADA 72 SERVING,simple,56,instock,56,instock,0,no
817189029087,ISOJECT CINAMON CRUNCH 1.77 EVOGEN,variation,2,instock,3,outofstock,1,SI
850044753857,PROTEINA DE 4.8 LB VAINILLA PRIMEVAL LABS,variation,70,instock,75,instock,5,SI
748927028669,GOLD STANDARD WEY DOUBLE RICH CHOCOLATE 5 LBS,variation,404,instock,402,instock,-2,SI
842595131253,C4 PERFORMANCE 16OZ CHERRY,variation,93,instock,92,instock,-1,SI
748927054002,AMINO ENERGY BLUEBERRY MOJITO 270 G,variation,26,instock,26,instock,0,no
650076635257,VMS-PROTEIN ISOLATE-HIDROLIZED BIO-ACTIVE DE FRESA 5LB,variation,120,instock,120,instock,0,no
612590416651,REDS & GREENS PINA 30 SERVING- LANDERFIT,variation,19,instock,18,instock,-1,SI
7503013595776,WHEY PROTEIN 5 LBS DUTCH CHOCOLATE,variation,14,instock,12,instock,-2,SI
817189029032,CREATINA MICRONIZADA MONOHIDRATADA 60SERV. EVOGEN,simple,90,instock,57,instock,-33,SI
817189025386,EVP 3D SOUR WATERMELON- EVOGEN,variation,6,instock,6,outofstock,0,SI
810390028344,ALPHA AMINO 30 SERV. WATERMELON CELLUCOR,variation,15,instock,15,instock,0,no
810121057018,HIDRATACION TANGERINE 30M SERVING,variation,20,instock,20,instock,0,no
748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,variation,371,instock,371,instock,0,no
842595131277,C4 PERFORMANCE 16OZ POPSICLE GRAPE,variation,257,instock,257,instock,0,no
745560721971,RAPTOR X5 FRUIT PUNCH IMPULSE,simple,4,instock,4,outofstock,0,SI
860007448966,RAW TEST,simple,0,outofstock,0,outofstock,0,no
860007286919,PROTEINA ISOLATADA DE 2 LBS CINNAMON  CRUNCH CEREAL,variation,6,instock,6,outofstock,0,SI
810121051306,CARNIGEN REMIUN LIQUID SOUR GUMMIES-EVOGEN,variation,36,instock,35,instock,-1,SI
748927060614,AMINO ENERGY SPARLING AE WATHERMELO OPTIMUN NUTRICION,variation,498,instock,498,instock,0,no
850057175356,CBUM-ITHOLATE-PROTEIN-VANILLA-OA TMEAL COOKIE - 5LB (ISOLATADA),variation,3,instock,3,outofstock,0,SI
