id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,aplicado
19244,19242,variation,810121053737,EVOFUSION COOKIES AND CREAM 4.6 LBS EVOGEN,0,0,outofstock,outofstock,True,si
18188,18186,variation,703556204822,PROLIVE BIO5 WHITE CHOCORAINBOW DE 5 LB IMPULSE,50,49,instock,instock,True,si
18942,18941,variation,7503018110578,LEAN GAINER 12 LIBRAS DUTCH CHOCOLATE,3,3,outofstock,instock,True,si
18908,18903,variation,810390028344,ALPHA AMINO 30 SERV. WATERMELON CELLUCOR,15,15,instock,instock,True,no_omitido
19024,19004,variation,850049150446,INT-CBUM-ITHOLATE-VANILLA-FL - 5LB (ISOLATADA),1,1,outofstock,instock,True,si
109,0,simple,745560722022,"GLUTA MAX GLUTAMINA MICRONISADA, 80 SERV. 400G (UNFLAVORED) IMPULSE",18,18,instock,instock,True,no_omitido
18911,18910,variation,812135021665,XTEND ORIGINAL 90 SERV. ITALIAN BLOOD ORANGE,14,14,instock,instock,True,no_omitido
19750,19744,variation,810121056417,ISOJECT CHOCOLATE PEANUTBUTTER BANANA 1.76 LBS ISOJET EVOGEN,5,5,outofstock,instock,True,si
19254,19253,variation,817189024549,AMINO K.E.M PATRIOT POP- EVOGEN,9,9,instock,instock,True,no_omitido
19965,19963,variation,612590416651,REDS & GREENS PINA 30 SERVING- LANDERFIT,19,19,instock,instock,True,no_omitido
19827,19826,variation,748927060133,GOLD STANDAR WHEY VAINILLA ICE CREAM 1.5 LBS 22 SERVING,7,7,instock,instock,True,no_omitido
19261,19253,variation,817189028264,AMINO K.E.M BLUEBERRY APPLE-EVOGEN,7,7,instock,instock,True,no_omitido
18191,18186,variation,745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,93,92,instock,instock,True,si
19964,19963,variation,612590416675,REDS & GREENS GREEN APPLE 30 SERV- LANDERFIT,27,27,instock,instock,True,no_omitido
19010,19008,variation,612590415838,PREMIUN WHEY LANDERFIT CHOCOLATE 26 SERVING,47,46,instock,instock,True,si
19847,19843,variation,748927059144,AMINO ENERGY JUICY STRAWBERRY 270 G,0,0,outofstock,outofstock,True,si
19412,19402,variation,817189028240,EVP XTREME N.O. BLUEBERRY APPLE-EVOGEN,4,4,outofstock,instock,True,si
19849,19843,variation,748927062113,AMINO ENERGY BLUEBERRY LIMON 270 G,5,5,outofstock,instock,True,si
11861,0,simple,810121056486,BETA-ALANINE EVOGEN,20,20,instock,instock,True,no_omitido
18864,18861,variation,7113101732151,ULTRA VEGANA CARAMELO PEANUT BUTTER 3 LBS IMPULSE,14,14,instock,instock,True,no_omitido
19413,19402,variation,817189028530,EVP XTREMEN.O. SOUR CANDY-EVOGEN,3,2,outofstock,instock,True,si
9203,0,simple,799142775395,MUSCLE PUMP FRUIT PUNCH 30 SERV LANDERFIT,6,6,outofstock,instock,True,si
19735,19734,variation,810121056141,LIPOCIDE-IR TANGERINE-EVOGEN,18,18,instock,instock,True,no_omitido
19257,19253,variation,810121054857,AMINO K.E.M VICTORY PUNCHS- EVOGEN,4,4,outofstock,instock,True,si
9190,0,simple,612590416057,CLA -2000 120 CAPSULAS- LANDERFIT,22,22,instock,instock,True,no_omitido
19192,19183,variation,705016353187,PROTEINA ISO 100 GURMET CHOCOLATE 5 LBS DYMATIZE,4,4,outofstock,instock,True,si
13392,0,simple,810014671598,ZING CHELATE 120 CAPSULAS,2,2,outofstock,instock,True,si
19760,19744,variation,810121056738,ISOJECT TIRAMISU 1.76 LBS ISOJET EVOGEN,2,2,outofstock,instock,True,si
14422,0,simple,799142775449,HORMONAL BALANCE 90 CAPSULAS- LANDERFIT,55,55,instock,instock,True,no_omitido
19191,19183,variation,705016500420,ISO 100 BIRTHDAY CAKE 5 LBS DYMATIZE,16,16,instock,instock,True,no_omitido
19307,19304,variation,810121058701,EVP 3D PATRIOT POP- EVOGEN,10,10,instock,instock,True,no_omitido
19751,19744,variation,817189020237,ISOJECT CHOCOLATE PEANUT BUTTER 1.97 LBS EVOGEN,6,6,outofstock,instock,True,si
19819,19817,variation,748927028652,GOLD STANDAR WHEY VAINILLA ICE CREAN 1.98 LBS,26,26,instock,instock,True,no_omitido
19290,19289,variation,7503029523006,GLYCOJET CHERRY- EVOGEN,11,11,instock,instock,True,no_omitido
13390,0,simple,810139574361,VITAMINA- E 30 CAPSULAS,21,21,instock,instock,True,no_omitido
19872,19871,variation,748927022902,AMINO ENERGY ORANGE 585G,71,71,instock,instock,True,no_omitido
19873,19871,variation,748927023190,AMINO ENERGY BLUE RASPBERRY 585G,99,99,instock,instock,True,no_omitido
20471,20464,variation,842595121766,C4 PERFORMANCE COSMIC RAINBOW,78,78,instock,instock,True,no_omitido
18857,18854,variation,713101732014,PROLIVE BIO6 COCONUT 6 LBS IMPULSE,2,2,outofstock,instock,True,si
19123,19121,variation,850049150651,INT-WHEY-BLEND-COOKIES-CREAM-F L - 5LB (PROTEINA BLEND),4,4,outofstock,instock,True,si
19031,19029,variation,860007286902,CBUM PROTEINA ISOLATADA 2 LBS VAINILLA OATMEAL COOKIES,12,12,instock,instock,True,no_omitido
18958,18955,variation,631656716979,MASS TECH -EXTREME 2000- VAINILLA 2000 6 LBS MUSCLETECH,20,20,instock,instock,True,no_omitido
21120,21118,variation,608631655271,AMINO ESENCIAL 52 SERV. 520G BERRY ICE TEA IMPULSE,9,9,instock,instock,True,no_omitido
19406,19402,variation,810121057940,EVP XTREME N.O. JUCY GRAPPE-EVOGEN,4,4,outofstock,instock,True,si
11242,0,simple,850030689283,VITAMIN K2 & D3 REVIVE,11,10,instock,instock,True,si
19210,19205,variation,705016600366,ISO 100 BIRTHDAY CAKE PEBBLES 1.34 LBS DYMATIZE,3,3,outofstock,instock,True,si
21121,21118,variation,703556204907,AMINO ESENCIAL 52 SERVING PINA COLADA IMPULSE,7,7,instock,instock,True,no_omitido
19256,19253,variation,810121057988,AMINO K.E.M JUICY GRAPE-EVOGEN,5,5,outofstock,instock,True,si
19056,19055,variation,860008634443,PROTEIN COOKIE CHOCOLATE CHIP,42,42,instock,instock,True,no_omitido
11224,0,simple,850030689153,OPTIZINC REVIVE,19,19,instock,instock,True,no_omitido
19293,19289,variation,810121053232,GLYCOJECT DE 2LB STRAWBERRY LEMONADE EVOGEN,7,7,instock,instock,True,no_omitido
11236,0,simple,850030689214,MULTI VITAMIN REVIVE,9,9,instock,instock,True,no_omitido
20473,20464,variation,842595134971,C4 PERFORMANCE ENERGY 16OZ GREEN APPLE JOLLY RANCHER,97,84,instock,instock,True,si
9214,0,simple,612590416446,VITAMINA C- 1000MG -LANDFERFIT,8,8,instock,instock,True,no_omitido
20446,20442,variation,842595135541,C4 PERFORMANCE CHERRY BOMB FROST,61,59,instock,instock,True,si
20388,19205,variation,705016358205,ISO 100 VAINILLA 20 SERV. 1.34 LBS DYMATIZE,205,205,instock,instock,True,no_omitido
94,0,simple,745560722213,THERMOBLAST H2 (FAT BURNER) 120 CAPS (QUEMADOR MUJER) IMPULSE,6,6,outofstock,instock,True,si
18935,18932,variation,7503018110479,WHEY PROTEIN 5 LBS CHOCO COCO,16,16,instock,instock,True,no_omitido
19851,19843,variation,748927051698,AMINO ENERGY STRAWBERRY LIMON 270 G,32,32,instock,instock,True,no_omitido
20478,20464,variation,842595134964,C4 PERFORMANCE ENERGY 16OZ WATERMELON JOLLY RANCHER,85,97,instock,instock,True,si
19305,19304,variation,8101210579694,EVP 3D JUCY GRAPPE EVOGEN,8,8,instock,instock,True,no_omitido
19243,19242,variation,817189022750,EVOFUSION VANILLA BEAN ICE CREAM 4.6 LBS EVOGEN,3,3,outofstock,instock,True,si
19759,19744,variation,810121056684,ISOJECT VAINILLA COLD BREW COOFFE 1.76 LBSEVOGEN,3,3,outofstock,instock,True,si
19736,19734,variation,817189027793,LIPOCIDE- IR FRUIT PONCHS-EVOGEN,42,42,instock,instock,True,no_omitido
19255,19253,variation,810121057995,AMINO K.E.M CITRUS CANDY- EVOGEN,7,7,instock,instock,True,no_omitido
11853,0,simple,817189029032,CREATINA MICRONIZADA MONOHIDRATADA 60SERV. EVOGEN,92,90,instock,instock,True,si
19229,19225,variation,705016353422,ISO 100 COCOA PEBBLES 3 LBS DYMATIZE,11,11,instock,instock,True,no_omitido
19086,19081,variation,748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,380,373,instock,instock,True,si
18195,18186,variation,703556204815,PROLIVE BIO5 BUTTER BLASTER DE 5 LBS IMPULSE,126,126,instock,instock,True,no_omitido
19063,19061,variation,650076635264,VMS-PROTEIN ISOLATE- HIDROLIZED BIO-ACTIVE- CHOCOLATE5 LBS,68,68,instock,instock,True,no_omitido
18862,18861,variation,713101732113,ULTRA VEGANA VAINILLA 3 LBS IMPULSE,30,30,instock,instock,True,no_omitido
